1,91,0,283,96,36,86
1,92,0,280,97,38,88
1,93,0,284,99,34,84
1,94,0,282,95,36,89
1,95,0,280,98,37,88
1,96,0,279,99,40,87
1,97,0,282,99,36,86
1,98,0,281,96,25,89
1,99,0,281,96,26,89
1,100,0,282,95,25,90
1,101,0,274,96,21,87
1,102,0,274,97,22,85
1,103,0,272,96,24,87
1,104,0,252,94,42,89
1,105,0,255,96,40,87
1,106,0,253,94,43,90
1,107,0,252,98,41,83
1,108,0,250,97,45,86
1,109,0,250,99,45,84
1,110,0,250,97,37,85
1,110,1,300,98,17,85
1,111,0,250,95,35,88
1,111,1,301,96,17,85
1,112,0,252,97,36,85
1,112,1,300,96,17,86
1,113,0,249,96,26,84
1,113,1,284,99,33,83
1,114,0,250,95,22,88
1,114,1,280,98,37,84
1,115,0,250,96,24,86
1,115,1,286,97,31,84
1,116,0,250,96,23,86
1,116,1,282,99,35,82
1,117,0,240,97,26,84
1,117,1,277,98,38,82
1,118,0,240,97,25,85
1,118,1,278,97,37,80
1,119,0,240,96,25,85
1,119,1,278,98,36,82
1,120,0,225,99,40,82
1,120,1,277,97,26,83
1,121,0,227,99,38,82
1,121,1,276,97,25,81
1,122,0,226,98,38,82
1,122,1,276,97,26,82
1,123,0,225,98,38,83
1,123,1,273,97,20,79
1,124,0,226,100,38,81
1,124,1,273,98,20,78
1,125,0,225,99,39,83
1,125,1,273,98,20,80
1,126,0,223,99,34,80
1,126,1,259,97,33,81
1,127,0,224,101,33,80
1,127,1,259,97,33,82
1,128,0,224,99,33,80
1,128,1,259,98,33,80
1,129,0,220,100,28,80
1,129,1,254,98,36,81
1,130,0,220,99,28,79
1,130,1,253,99,37,79
1,131,0,220,100,29,78
1,131,1,255,99,36,80
1,132,0,223,99,25,80
1,132,1,253,99,36,80
1,133,0,213,99,27,82
1,133,1,254,98,28,82
1,134,0,215,99,24,81
1,134,1,255,96,27,85
1,135,0,214,100,25,78
1,135,1,257,97,26,83
1,136,0,201,99,37,80
1,136,1,253,97,18,81
1,137,0,203,99,35,81
1,137,1,251,97,19,80
1,138,0,203,99,37,81
1,138,1,252,97,19,81
1,139,0,198,101,40,79
